"","logFC","AveExpr","t","P.Value","adj.P.Val"
"ENSG00000237036",-4.42941339857194,1.56403988849681,-5.51255907932719,8.42285325149388e-06,0.104114889041716
"ENSG00000148516",-2.29352119542403,4.17955627547059,-3.73595791795697,0.000593212305084835,1
"ENSG00000259953",2.53234139669576,-0.0737187284055236,2.49916190121205,0.0103212920219463,1
"ENSG00000179148",1.50914853110659,1.37956901891196,2.00955413701436,0.0286179343020586,1
"ENSG00000013588",1.58902530900295,4.82300635802982,1.99202830570768,0.0296304149784042,1
"ENSG00000162511",1.2990971147747,4.79475619553288,1.8559238027866,0.03863411071446,1
"ENSG00000114812",1.58929114561978,2.08859415455113,1.75585848215312,0.0466979573247266,1
"ENSG00000248632",2.57846676970936,0.428253657554207,1.71776263525952,0.0505337773271369,1
"ENSG00000272894",-3.23554164541654,0.183993036004683,-1.70550051724111,0.0532414953112673,1
"ENSG00000136197",-2.0191804430149,0.222908949497842,-1.60833453413781,0.0612472046242849,1
"ENSG00000278175",-2.38577743557292,1.20799640061458,-1.58132194312212,0.0646621542904784,1
"ENSG00000180071",-1.90142194339905,2.02821668283594,-1.45280293004926,0.0804434457649931,1
"ENSG00000118898",1.45566387656898,0.600750882579171,1.44168695313295,0.081922254145779,1
"ENSG00000062282",1.2799062022729,3.23360433110074,1.43699921844339,0.0825788605547354,1
"ENSG00000237854",1.52115437704777,1.3583641141609,1.42552647079727,0.084204246252712,1
"ENSG00000153531",1.87700010264641,1.99715828385768,1.41349705287932,0.0860028856232244,1
"ENSG00000240602",1.80527119378272,1.81278465616556,1.3481410887004,0.0959036660627601,1
"ENSG00000164220",1.31362134845641,1.10683179220883,1.34158281338422,0.0968873522105795,1
"ENSG00000187244",1.53172269283257,2.27934089516718,1.28122198502893,0.106905057294996,1
"ENSG00000141469",1.34775841850952,1.05154908316067,1.24438459915628,0.11339771240584,1
"ENSG00000133466",1.37964375939278,1.98835391717932,1.24115649468633,0.113980979203221,1
"ENSG00000234545",1.51980401657028,4.50715023193283,1.16772442295939,0.12787855733327,1
"ENSG00000124102",-1.11909322085576,1.17401342183042,-1.14901672747599,0.131605681396938,1
"ENSG00000171914",-1.55978998280166,3.74361811805136,-1.14798663784258,0.131829195489496,1
"ENSG00000125657",1.34204088391659,0.803316475161804,1.13220313332781,0.13502906075408,1
"ENSG00000135643",-1.31926857408779,1.43588025693486,-1.07658911575603,0.146817003399563,1
"ENSG00000230439",1.12239197820282,2.82130926430011,1.03456108532168,0.156203624298906,1
"ENSG00000234648",2.2182970344373,1.69886889509132,1.04257992703535,0.160256149122695,1
"ENSG00000229927",1.80555460234113,0.910284753340035,0.963733008850267,0.174428167122857,1
"ENSG00000257950",1.57330175172062,0.421323773891368,0.946349747989369,0.177432308872076,1
