"","logFC","AveExpr","t","P.Value","adj.P.Val"
"ENSG00000111110",-2.91767392290519,1.04126653356977,-2.99078365316359,0.00343437868919188,0.695940245526242
"ENSG00000243137",-1.7292110303508,1.51876602772191,-2.92343119210688,0.00400480827234837,0.792810492897131
"ENSG00000168143",1.26982041957277,3.03889043131887,2.91952319840441,0.00404069743973135,0.792810492897131
"ENSG00000283761",2.67882968261104,2.39690241189597,2.82590012239088,0.0050001567808424,0.965733405749889
"ENSG00000134321",-2.16722401020303,1.58999698725586,-2.75464421871718,0.00586863938386816,1
"ENSG00000187210",2.33099348382075,3.60875119305071,2.68990254008689,0.00678267764373584,1
"ENSG00000235750",1.61053330323691,2.18289266554639,2.64607356391799,0.00747532539356155,1
"ENSG00000276256",-2.24519342151605,1.20392373668809,-2.6292750485135,0.00775870283297616,1
"ENSG00000020181",-1.76020744244497,2.58628400991012,-2.62883607127526,0.00776583113619286,1
"ENSG00000164142",2.29913375572981,1.99269492380836,2.61094458490778,0.00807923372752941,1
"ENSG00000165474",1.45470608657345,2.583636290848,2.61051657972033,0.0080862036411876,1
"ENSG00000248632",-3.2548840215739,0.428253657554207,-2.59292248831356,0.00844215746859853,1
"ENSG00000165929",1.81539708905177,1.27283753368838,2.54936752014525,0.00924783896373271,1
"ENSG00000128510",-1.9974012322298,1.85462908909048,-2.548282954,0.00926985341268984,1
"ENSG00000237548",1.50000921582365,1.1885270943011,2.54013811617902,0.00943618464663175,1
"ENSG00000105894",-1.6012343384296,1.63121688320898,-2.50996624920586,0.0100772768726054,1
"ENSG00000103044",1.43649021863515,1.90011422478317,2.45901720697504,0.0112529490682865,1
"ENSG00000265763",-1.5422314920467,1.39289629047309,-2.44778240142076,0.0115288292815943,1
"ENSG00000125657",-1.69562642912955,0.803316475161804,-2.38155580254009,0.0132868630302182,1
"ENSG00000182389",1.39545907962224,3.7379370761393,2.37073749778467,0.0135965811261885,1
"ENSG00000277117",-1.67031462100777,2.13614711558671,-2.29059248169881,0.0161068871422242,1
"ENSG00000168497",-1.19436251401946,5.23348436541824,-2.2879032549424,0.016198066256917,1
"ENSG00000174130",1.86096146892808,1.36656637820567,2.28648050962596,0.0162465797837875,1
"ENSG00000154175",-1.46753551148744,3.33562013002865,-2.27552120332477,0.0166240393857007,1
"ENSG00000112559",1.5011949298827,2.72509073526819,2.24790211011294,0.0176114060604155,1
"ENSG00000164855",2.09051687524479,1.9378085795216,2.21598967059765,0.0188202286373738,1
"ENSG00000185745",-1.27947946285992,2.82894491867484,-2.20099664030687,0.0194116846766011,1
"ENSG00000123342",-2.05416558819514,2.169310772975,-2.19837164185164,0.0195183936896291,1
"ENSG00000139289",1.1314872278753,8.42853269235234,2.1780347163241,0.0203526791486005,1
"ENSG00000226007",-4.6246655819867,0.275605166153574,-2.20570688095126,0.0204750950604073,1
"ENSG00000261534",1.10734581402207,4.82030107439528,2.13518563059635,0.0222200160818946,1
"ENSG00000104267",1.36563337115667,1.77564373367239,2.09545032691189,0.0240885278992046,1
"ENSG00000154639",1.92572163170052,3.96060914118638,2.08519289669313,0.0245940096378421,1
"ENSG00000139318",1.18178386985222,6.9887481293785,2.07084620981853,0.025315228765549,1
"ENSG00000073910",-1.96397477697021,1.48556837485384,-2.04682410353754,0.0265680647554221,1
"ENSG00000062282",-1.39097383863382,3.23360433110074,-2.04140925047416,0.0268562953941798,1
"ENSG00000144331",-2.1216654397225,1.45588136751619,-2.02980910325346,0.0274923810809623,1
"ENSG00000173281",1.46407393698393,1.79327077553383,2.0175952811668,0.0281637890081096,1
"ENSG00000119922",-1.18303419660513,3.83062415883036,-2.00475322411921,0.0288921759891618,1
"ENSG00000259953",-2.22651135132869,-0.0737187284055236,-1.99198026606309,0.0296492183775183,1
"ENSG00000223572",2.18813350504012,0.530687053710068,1.95596338301405,0.0318301931075516,1
"ENSG00000148680",1.2320949536965,3.16918844872288,1.89778720794012,0.035638323649813,1
"ENSG00000213626",-1.41474143557457,1.62026881003239,-1.87660017112942,0.0371280452034086,1
"ENSG00000170345",1.81227103043483,3.85077394539335,1.86493085713258,0.0379725660431469,1
"ENSG00000118804",1.53255926177947,1.35220609210223,1.85903190606215,0.0384043715174747,1
"ENSG00000183963",1.3293245506478,5.3940167941775,1.83878690231048,0.0399224870113912,1
"ENSG00000049130",-1.73756861725899,2.46767131378949,-1.83383251643232,0.0403023106993812,1
"ENSG00000196754",1.10026159746334,5.68614845477673,1.80122862359267,0.0428775086649378,1
"ENSG00000176485",-1.53423754586632,3.32449383161709,-1.7876144759275,0.0439944850342264,1
"ENSG00000167191",-1.50107441562293,3.3537904969419,-1.78152492489822,0.0445021693667346,1
"ENSG00000124882",1.08085966823869,7.48857922382368,1.77638504575006,0.0449346055682913,1
"ENSG00000134986",-1.27227297036147,3.82839834333905,-1.73007666951693,0.0489965559973838,1
"ENSG00000069020",1.28199267942228,5.2218398879736,1.70800589245351,0.051040597935207,1
"ENSG00000140092",-1.4398539966749,2.99305560871965,-1.6964715090852,0.0521374589648446,1
"ENSG00000146411",1.62365817357083,0.60210402990046,1.6841879734674,0.0533277779731356,1
"ENSG00000164418",1.69543734380805,0.94226340246581,1.67380703987739,0.0543520839771973,1
"ENSG00000204959",1.41430360967103,1.87711513184011,1.65790135614292,0.0559518821102448,1
"ENSG00000035115",-1.37248214236968,3.37441844009821,-1.65198263551568,0.0565576056913558,1
"ENSG00000177409",-1.54058724438584,2.59843122696705,-1.64844521538291,0.0569223214555613,1
"ENSG00000069122",-1.3347686536426,6.40576651934773,-1.64462224547624,0.0573185810186968,1
"ENSG00000198440",-1.93265108441722,0.567487167830341,-1.59156843539659,0.0630904910351475,1
"ENSG00000153531",-1.96325318217703,1.99715828385768,-1.58350830174796,0.0640143469950409,1
"ENSG00000229644",1.20216139218388,4.62163715535018,1.5808775393979,0.0642763082853519,1
"ENSG00000119681",-1.76359337817613,3.88558945076851,-1.57549409027483,0.0649002673917372,1
"ENSG00000231528",-1.49650264193776,1.82612697371079,-1.56533403037626,0.0660757728998635,1
"ENSG00000162733",-1.86696877471167,0.26722440300893,-1.56348333543545,0.0663116125674475,1
"ENSG00000106333",-1.65212469080944,1.31640290971407,-1.55691551568937,0.0670689110663348,1
"ENSG00000186868",-1.8381997098885,0.745983557172079,-1.55165349313099,0.0677093482467336,1
"ENSG00000006025",-1.48538042868505,2.40872862519546,-1.49462455940944,0.0747958330924384,1
"ENSG00000136378",-1.34186474276969,1.66730828616425,-1.48605027827017,0.0759144639831454,1
"ENSG00000163347",-1.08746510728567,6.28535191067428,-1.4409924768662,0.0820192133965709,1
"ENSG00000112812",1.21067461332195,1.77702916348877,1.43142254156165,0.0833655671966379,1
"ENSG00000126860",1.20732315266816,3.95367417950444,1.41999006447436,0.0849972138053986,1
"ENSG00000106034",-2.12597362447137,2.90830482121273,-1.41892664580765,0.0855142030078824,1
"ENSG00000129038",-1.25384709651685,3.32388194415354,-1.41192754800876,0.0861632407011389,1
"ENSG00000181035",-1.83566607053151,1.74113351552651,-1.4031351755756,0.0874995547232991,1
"ENSG00000173535",-1.39071206991587,1.42074489108413,-1.39932512348304,0.0880114854863976,1
"ENSG00000146950",1.5381627629612,1.76250573081175,1.39168492687609,0.0891480512689113,1
"ENSG00000271270",-1.49252012779208,1.38910086445739,-1.39071864237798,0.0892920396289028,1
"ENSG00000011422",1.17202777210032,5.58670559467062,1.37630145727735,0.0914696677511262,1
"ENSG00000092621",-1.08377732973672,5.01511717565909,-1.35153268328348,0.0953094992748557,1
"ENSG00000141524",1.38742262158413,3.4824142161926,1.34848545821348,0.0957905815498115,1
"ENSG00000184363",1.15634032593379,5.7269642751404,1.32232488498453,0.0999995428259543,1
"ENSG00000038427",1.32308069175903,2.42331603523675,1.31987614143615,0.100400820027565,1
"ENSG00000105383",-1.3961293966072,2.29986129485626,-1.30260387477777,0.103267091181406,1
"ENSG00000079691",1.28915415500096,3.08080228794365,1.29962089291606,0.103768438250321,1
"ENSG00000178922",-1.32125363965515,2.212371156551,-1.27029226728733,0.108799256417595,1
"ENSG00000184371",-1.15340663741306,6.76109247015793,-1.24604961595048,0.113097767721029,1
"ENSG00000175764",1.16686286911224,4.28094802727673,1.2396038475077,0.114262256559414,1
"ENSG00000185133",-1.44382325881525,0.928756081894788,-1.22093961839021,0.117686216833798,1
"ENSG00000183628",-1.69482344991279,0.360712141700316,-1.21541652999078,0.118769715228445,1
"ENSG00000275793",2.09669741238804,0.184967319066898,1.2169941147115,0.11963101209639,1
"ENSG00000054983",-1.53377257436178,4.00527078695748,-1.20478064683701,0.120717111933342,1
"ENSG00000152942",-1.51381706783234,3.27602838209827,-1.19471279529195,0.122630743918501,1
"ENSG00000166839",-1.47547659656193,0.548984591087138,-1.18327614595268,0.124831635045826,1
"ENSG00000187699",-1.63907087843346,0.0133934118999415,-1.17693563666865,0.126103298740976,1
"ENSG00000173546",-1.10095978988315,4.19914269824188,-1.14152392416325,0.133123247321224,1
"ENSG00000160588",1.33992986884463,1.97492583469308,1.13670747236298,0.134105594113421,1
"ENSG00000103196",-1.46485152724879,1.82904535276243,-1.12473492012816,0.13657332791127,1
"ENSG00000104413",1.69962482146283,2.00165556179205,1.11304881293189,0.139162405067656,1
"ENSG00000099889",1.40859441166116,1.82346766524148,1.0975228164166,0.14229659025828,1
"ENSG00000167306",1.33205622655985,3.24285226380204,1.09164671211368,0.143554556591992,1
"ENSG00000185532",-1.33848063881914,1.97033387693525,-1.07119749136156,0.147998117908303,1
"ENSG00000284543",1.91801887143077,0.464024020793344,1.07061777712647,0.149436554983704,1
"ENSG00000167646",1.22977285720576,1.84208274781767,1.05808999953095,0.150897567913199,1
"ENSG00000138795",-1.3212041712332,2.27984022388056,-1.03938161941412,0.155106033754888,1
"ENSG00000162654",-1.29045159387873,2.55727658113009,-1.00863860223983,0.162200402502866,1
"ENSG00000154310",1.23468990914369,2.74804162307452,1.00161272897609,0.163853007532931,1
"ENSG00000163359",-1.35668715359021,4.6728310071977,-0.983522644281714,0.168162796600918,1
"ENSG00000205542",1.05713641820441,8.54879456086993,0.965269204127117,0.172588253929124,1
"ENSG00000163694",2.33801327474482,2.01810499734788,0.999973347609088,0.174657541246054,1
"ENSG00000164949",1.64096607037886,2.13480285842652,0.956959895589749,0.174990064506979,1
"ENSG00000172296",-1.48907839322015,2.11323952637609,-0.950259399140193,0.17632906895692,1
"ENSG00000135205",1.49640608222364,0.456438558381709,0.948921513577073,0.176668324364142,1
"ENSG00000058866",2.14872553227179,1.62579044769477,0.974140591263029,0.177513387247304,1
"ENSG00000248323",1.24405851880112,1.74078925839888,0.93988527451046,0.178874883499556,1
"ENSG00000125148",1.07225784917953,9.37265070034678,0.933106591931069,0.180579511734831,1
"ENSG00000204802",1.89795932506796,1.36612484600729,0.941911662441918,0.181433325669602,1
"ENSG00000176406",1.19342561716192,2.48538436452781,0.928633162760464,0.181710406118917,1
"ENSG00000107518",1.37497995154149,1.25692476907091,0.92815499756614,0.181835158044511,1
"ENSG00000149948",1.3227918188483,4.27713128319945,0.920846432147857,0.183690869552868,1
"ENSG00000259153",1.36720619982045,0.934614877374872,0.917715916886714,0.184493489268033,1
"ENSG00000081923",1.28757460894776,3.79364039101148,0.909559261473667,0.186585649782885,1
"ENSG00000235082",1.8389509735325,1.0091537073678,0.91297229521707,0.188440366662299,1
"ENSG00000282827",1.43996491509903,0.997353974835621,0.88619104896151,0.192710021623429,1
"ENSG00000102359",-1.33017013330194,2.07323860004051,-0.87622736757301,0.195312794504385,1
"ENSG00000138411",-1.4509417751399,2.75733554374513,-0.872416845759253,0.196377764190785,1
"ENSG00000183671",-1.26026118096965,0.791472670662239,-0.867454694316593,0.197651094206182,1
"ENSG00000178038",1.20914088193426,3.65735674796864,0.847105797725343,0.203148329438622,1
"ENSG00000253368",-1.18049418357472,3.74321509309206,-0.826366287207579,0.208850783235422,1
"ENSG00000171791",-1.17335400396301,4.06939688524776,-0.82479919103685,0.209285736829973,1
"ENSG00000136828",1.39171723326705,1.70165697643276,0.796603813532305,0.217247929975379,1
"ENSG00000152495",-1.26496829042223,2.83089811256873,-0.781979456433476,0.221390959997177,1
"ENSG00000064309",-1.29402440751886,2.31521454812935,-0.773521016772059,0.223833840424343,1
"ENSG00000177570",1.62533540471499,3.72396875343005,0.752276702134943,0.232363475126333,1
"ENSG00000128692",-1.58110059868302,0.635442522417944,-0.722993409678502,0.240808528776618,1
"ENSG00000075213",1.52606023388614,4.16578502110437,0.719489022790646,0.240966061426985,1
"ENSG00000180730",1.15706704147142,2.68233701895101,0.712598482664082,0.241890481119774,1
"ENSG00000225932",1.44869363696413,-0.0906216416691783,0.704739424379032,0.244735896917127,1
"ENSG00000073150",1.17686524572893,1.51470146847462,0.701932804137029,0.245137243334444,1
"ENSG00000135838",-1.42528983924146,0.495438317710527,-0.702901886886774,0.24514927904027,1
"ENSG00000170161",-1.69053825299367,1.99837804704803,-0.717906168822143,0.245617434667976,1
"ENSG00000107551",-1.44703396186254,1.7242922482152,-0.690307758228115,0.249239869029637,1
"ENSG00000177311",-1.10168296459733,6.8527622493051,-0.687805607314996,0.24947611613543,1
"ENSG00000101695",1.19524034728822,2.51787886809427,0.687543977870495,0.249556942729436,1
"ENSG00000101670",1.19415814459994,2.49645058001918,0.679556170124038,0.252029925590435,1
"ENSG00000179869",1.29665187922795,2.26951448682829,0.661766245833508,0.257608059633093,1
"ENSG00000274049",1.67028422853187,1.0966148408518,0.680027505098085,0.258381633163011,1
"ENSG00000257950",-1.3988242446399,0.421323773891368,-0.657945058330836,0.259137839266308,1
"ENSG00000274012",-1.55078927132759,3.398011578865,-0.663584547382953,0.259854347973835,1
"ENSG00000125740",1.1891544729038,2.73926947346567,0.651156328259623,0.260933497453882,1
"ENSG00000188107",1.16659724409717,1.63960679134848,0.650248559973624,0.261220844887766,1
"ENSG00000267858",-1.25766686346747,0.701184305180136,-0.629237504802616,0.267930351547216,1
"ENSG00000162433",1.10358689611023,4.45236241773483,0.622639569247767,0.27004524575467,1
"ENSG00000105429",-1.39455064588194,5.68472047969462,-0.622107294960546,0.270756331448866,1
"ENSG00000157613",-1.13512415029944,4.98263413789292,-0.615740527493308,0.272275049641414,1
"ENSG00000141040",-1.26538453427406,0.871204096312069,-0.61039653184379,0.274026125756414,1
"ENSG00000026036",-1.27526486260878,2.23726365248176,-0.603842486768262,0.276172372423576,1
"ENSG00000164220",-1.14157817986203,1.10683179220883,-0.603522861333581,0.276247773435758,1
"ENSG00000105499",-1.17711150460454,0.55467513468202,-0.600671451260944,0.277179436709253,1
"ENSG00000106852",1.28793941744939,0.165066685419944,0.582857371794148,0.283104648997161,1
"ENSG00000166004",1.30438546718644,4.68166879888575,0.578321822339891,0.284663555474446,1
"ENSG00000223784",1.16347641593128,1.85855406186191,0.57720752934051,0.284906894594845,1
"ENSG00000187908",1.14931478761425,1.67801884971697,0.555618473640898,0.292112914752804,1
"ENSG00000184500",-1.04875273184105,5.90376733499473,-0.541520712156086,0.296867047154461,1
"ENSG00000073350",1.23731765447426,2.84043886139342,0.535195648290362,0.299037706197133,1
"ENSG00000272419",1.21819612254184,4.47548927922032,0.529045904907448,0.301116842805653,1
"ENSG00000185339",-1.1235038725729,1.70249764085611,-0.524442894081609,0.302676510000715,1
"ENSG00000177706",-1.27436283802894,3.81191794857997,-0.520482365766121,0.304178690515174,1
"ENSG00000052126",1.07175938548315,4.24243518393095,0.517893062338983,0.304918996346452,1
"ENSG00000058091",-1.1684341544786,4.12902400355043,-0.517718260379736,0.304979558711148,1
"ENSG00000115363",1.18623477658204,2.43038517157526,0.497570711512045,0.311930576162596,1
"ENSG00000103942",1.16620189683817,4.95077376248764,0.495577704386322,0.312618862818716,1
"ENSG00000131746",1.09903131070834,1.48760097159607,0.494992998110317,0.312820834245269,1
"ENSG00000197442",1.11742692160691,4.11207656683833,0.485038758923166,0.316284881346768,1
"ENSG00000135048",1.09514059830752,5.32343043148817,0.471545691144829,0.321008074877478,1
"ENSG00000175040",-1.05091012280531,3.83798624497667,-0.468164740439087,0.322196484244,1
"ENSG00000152784",1.18418963832941,2.54179360146582,0.46411909336777,0.323629689560667,1
"ENSG00000168140",-1.08993436748225,2.14856757431041,-0.456407269764032,0.326344371989849,1
"ENSG00000196743",1.05653676689394,5.38077268325452,0.452723750133889,0.327648652229148,1
"ENSG00000275882",-1.32607475698497,1.32801483191448,-0.449757893208208,0.330773028474691,1
"ENSG00000272114",2.64726502767836,0.811568753647522,0.660494939942631,0.337054396066193,1
"ENSG00000138613",-1.23238341908415,2.30809219865882,-0.421248116377289,0.339165198717977,1
"ENSG00000197279",1.17134723068656,1.36112839746659,0.420179621007708,0.33928158061672,1
"ENSG00000163364",-1.09350940362169,2.4975566802259,-0.415481384284841,0.340959948318943,1
"ENSG00000204920",-1.11026476446893,2.14564649596497,-0.390612162769792,0.349969891149003,1
"ENSG00000164099",-1.09005445243646,4.25671534881886,-0.387248999425221,0.351195350960045,1
"ENSG00000113790",-1.17212240437987,2.97000021832501,-0.372412933203133,0.356679520148214,1
"ENSG00000095539",-1.15672752126209,0.798067347319295,-0.369941512020019,0.35755111366701,1
"ENSG00000255284",1.23843611002942,0.139345529302093,0.362997924731745,0.361377528714876,1
"ENSG00000253161",1.11858702507254,1.43126902350905,0.356983043032801,0.362298865162377,1
"ENSG00000196233",1.06495113251422,5.62642912252787,0.354587780458954,0.363181838765603,1
"ENSG00000106089",1.04586855947296,4.25933875229504,0.354050955607274,0.363380095727508,1
"ENSG00000103326",1.11319906188719,5.50416736354693,0.35344386861849,0.363605052543469,1
"ENSG00000176046",-1.02971109318627,4.10071448284052,-0.345011149711635,0.366724474068057,1
"ENSG00000175274",1.35124788451071,0.348174092812636,0.368809607955319,0.368961573469624,1
"ENSG00000179832",1.05050558543674,4.40769941306956,0.338323596395486,0.369205621934084,1
"ENSG00000256061",-1.10070968416551,1.26817332176855,-0.322886626191788,0.374955582724227,1
"ENSG00000136943",1.09239682086077,1.45383988353313,0.304843879020252,0.381713214728048,1
"ENSG00000137941",1.28568228084063,3.76752364996495,0.325647820379436,0.382101629678571,1
"ENSG00000187720",1.1196427463148,4.32235441820074,0.302396002208214,0.382644851815018,1
"ENSG00000244479",-1.05782005449239,1.57829212199723,-0.292467886272186,0.386370788332571,1
"ENSG00000065621",1.07963597786047,1.36802485554252,0.28901609333593,0.387673193851672,1
"ENSG00000261371",1.11240823647471,0.927820709993626,0.282812329231088,0.390030504890488,1
"ENSG00000198624",1.0839477118591,4.49397203370488,0.27928386795679,0.391352527785237,1
"ENSG00000182985",-1.03731139560291,5.43319830126461,-0.278627861285953,0.391600561488648,1
"ENSG00000173083",-1.04498810623621,3.74500612373825,-0.266857381151858,0.396064929800907,1
"ENSG00000203812",1.26596743933389,1.82401133660952,0.29131520131906,0.397514929345446,1
"ENSG00000196391",-1.1977627477015,1.49854689756638,-0.269705090381753,0.398364971848779,1
"ENSG00000183696",1.02053597560706,6.85866527257318,0.248475173115839,0.403066114322038,1
"ENSG00000237238",1.09826219282515,0.573746007731093,0.241403145608148,0.405788238449703,1
"ENSG00000245522",-1.07854106340147,0.284341232221789,-0.240633895731422,0.406064090403143,1
"ENSG00000078018",-1.05089979040649,2.82674527550042,-0.237287924497745,0.407343496683144,1
"ENSG00000110002",-1.1007174514842,1.18006973837834,-0.21020344492546,0.417871566768129,1
"ENSG00000216937",-1.13744224340225,1.35397885368715,-0.209843154706372,0.419708102633554,1
"ENSG00000168672",1.02937861477512,5.10604718112671,0.201882725806022,0.420956186248616,1
"ENSG00000185862",1.04683602736997,2.56423083367255,0.199327702663866,0.421942708215363,1
"ENSG00000280614",-1.15981607881294,8.94694633918853,-0.210452612338795,0.422447506371973,1
"ENSG00000280800",-1.15969042950437,8.94698543651398,-0.210286644093264,0.422513326515692,1
"ENSG00000186409",-1.10879845514826,0.347675791450921,-0.19881869707313,0.422586513744129,1
"ENSG00000281181",-1.15937969383881,8.94704724685858,-0.209886062520169,0.422670860839491,1
"ENSG00000225840",-1.15744599745144,8.35578734610623,-0.205717833260622,0.424554495526422,1
"ENSG00000170153",-1.09326641172728,0.565342100666965,-0.192387954117328,0.424770784397425,1
"ENSG00000121753",-1.05723319109729,1.98646381130184,-0.186050856794607,0.427077872550054,1
"ENSG00000132849",1.05161352989154,3.54226827029568,0.185779548190238,0.42718248855153,1
"ENSG00000183722",-1.01918832208305,5.02001062853408,-0.185316156979416,0.427361823946188,1
"ENSG00000013588",-1.05442482295209,4.82300635802982,-0.178433311032323,0.430029821364054,1
"ENSG00000126562",1.6584884143526,2.06880144243443,0.366415734671175,0.43562638709573,1
"ENSG00000176092",1.04556344548803,0.223144230799759,0.136235237954993,0.446455536130514,1
"ENSG00000044524",-1.0279977194399,1.59408454155849,-0.128438799004739,0.449499684899893,1
"ENSG00000276168",-1.13844647947623,3.39302803107775,-0.156202335438498,0.451098954575575,1
"ENSG00000106524",1.04379586784559,4.16556754440631,0.119279617280069,0.453089842596375,1
"ENSG00000186076",1.36080818769557,1.01518638620761,0.255336030878891,0.455110572058312,1
"ENSG00000111012",1.10600943527055,1.01046199718529,0.127435539398989,0.459504156871385,1
"ENSG00000185010",-1.01808350197956,2.29934868088929,-0.0967002897306874,0.461931494671735,1
